Map Values
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.002108120133481646
0.01819977753058954
0.02463448275862069
0.056252280311457174
0.06363870967741936
0.06871056729699666
0.07457174638487209
0.07998086763070078
0.08294727474972192
0.08508832035595106
0.08862558398220244
0.09152080088987764
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0009744160177975528
0.04368987764182425
0.06864516129032258
0.087093659621802
0.09880222469410456
0.10995684093437152
0.11703982202447163
0.12365250278086762
0.12890856507230256
0.1334789766407119
0.1386313681868743
0.14198042269187985
0.14610856507230255
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0008338153503893215
0.040793770856507226
0.08758220244716351
0.10977308120133482
0.1286865406006674
0.14229899888765293
0.15169833147942158
0.15982780867630703
0.1680836484983315
0.17674304783092326
0.18070166852057842
0.18529076751946608
0.19081290322580646
0.19298865406006674
0.0
0.0
0.0
0.0
0.0
0.0
0.00012636262513904338
0.00690901001112347
0.07597152391546162
0.11944160177975527
0.14520889877641824
0.16316840934371524
0.17670567296996662
0.1906602892102336
0.19815661846496108
0.20646051167964405
0.2152845383759733
0.22192880978865406
0.22724627363737487
0.23243559510567297
0.23599466073414907
0.0
0.0
0.0
0.0
0.0
0.0
0.000257174638487208
0.0355888765294772
0.10365695216907675
0.14671857619577308
0.17290367074527252
0.19047119021134595
0.20865539488320356
0.22160088987764184
0.23216952169076754
0.2412391546162403
0.24863537263626254
0.254627808676307
0.26050100111234703
0.26656596218020023
0.2717499443826474
0.0
0.0
0.0
0.0
0.0
2.7586206896551723e-05
0.0005846496106785316
0.0746749721913237
0.13110522803114572
0.17227808676307008
0.19800222469410456
0.21979577308120132
0.233361957730812
0.24699933259176865
0.260440489432703
0.2687434927697442
0.2767515016685206
0.2835670745272525
0.2905428253615128
0.29739666295884315
0.3018189098998888
0.0
0.0
0.0
0.0
0.0
0.0
0.0027630700778642934
0.08940066740823137
0.1554349276974416
0.19447919911012237
0.2199893214682981
0.24070255839822025
0.25736017797552835
0.2710478309232481
0.2806344827586207
0.29205205784204674
0.3022794215795328
0.31017708565072305
0.3163279199110122
0.3227959955506118
0.3276840934371524
0.0
0.0
0.0
0.0
0.0
0.0
0.00686273637374861
0.11284538375973305
0.17354037819799778
0.21120578420467187
0.24039065628476083
0.26033014460511683
0.27650100111234704
